llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
20,Entry,0.3,0.1,Unknown,international_hub,others,0,,,,,,"Paris, Île-de-France, France",,,,,,1
20,Entry,0.25,0.1,Unknown,other,others,0,Computer Software,,,,,"Dijon, Bourgogne-Franche-Comté, France",,,"Looking for an Angular expert?
You’ve come to the right place.

I am a software engineer with over 15 years of experience, specializing in Angular development.

I have worked in various industries such as healthcare, ECM (Enterprise Content Management), and BPM (Business Process Management).
I’ve collaborated with companies like Danone, APHP, and the city of Marseille.
I also hold the following certification: Alfresco Content Services Engineer.

I can:

- Audit your current code
- Support the technical team in their missions and skill development
- Design a custom product

I also have knowledge of: RxJS, NX, Spring/Spring Boot.
I am also able to help you on the backend side (Java).

I am curious and passionate about new technologies, and I stand out for my ability to adapt quickly.
In a recent project, I mastered a workflow engine integrated into a web application in record time to meet the client’s needs.

Do you have a project?

Contact me:
✉️ romain.brochot@gmail.com
Or directly on LinkedIn.

You can also schedule a meeting on Calendly:
https://calendly.com/romain-brochot","Angular, TypeScript, JavaScript",Software Engineer,1
30,Mid,0.35,0.3,Chamber of Commerce,other,others,0,Public Relations & Communications,,,,"Allemand, Anglais, Français, Italien",France,,,"Strategic consultant in communication, marketing, and public relations with a multicultural background and over a decade of experience across cultural industries, mobility innovation, and international business development.

Through ELSAB Studio, my independent consulting structure, I design and execute integrated strategies for visibility, positioning, and growth — supporting companies, institutions, and creative projects at the intersection of culture, technology, and global markets.

Current Focus:
- Strategic positioning of automotive cleantech brands, with a focus on French carbon innovation and industrial scaling (US, EU & Asia)
– Festival PR and international film promotion
– Strategic brand endorsement across fashion, luxury & cinema

After a first experience at Chanel (CRM & Digital Marketing), I joined the New York cultural scene with Sally Fischer PR, managing retrospectives and high-profile events at MoMA (Claudia Cardinale, Marcello Mastroianni, Ennio Morricone), Film at Lincoln Center (Sophia Loren, Open Roads: New Italian Cinema), and The Met, in collaboration with Cinecittà, the Italian Cultural Institute, and the Italian Consulate. I also supported institutional and benefit events, such as the Friends of Bocconi Gala at Manhatta.
I continue to collaborate with Sally Fischer PR, supporting special projects and international visibility campaigns in New York.

I collaborate with Eleonora Pratelli, founder of EP Suite19pr and IBLA FILM, on:
– Brand endorsement and talent partnerships (fashion, luxury, cinema)
– Strategic consulting and international PR
– Film promotion and festival strategies (e.g. Maria Callas – Monica Bellucci: An Encounter, MoMA, San Sebastián, Marrakesh Film Festival, Lyon)

I currently lead Marketing, Communication, and Institutional Relations at C-INERTIA, a French tech and cleantech company shaping the future of automotive with 100% carbon fiber wheels — a breakthrough for the EV transition and CO₂ emissions reduction.

I manage the company’s international positioning and strategic visibility across key markets and trade shows, including SEMA Las Vegas, EICMA Milan, Auto Shanghai, and CES.

I work between France, Italy, and the U.S., supporting innovation-driven companies and creative industries with strategic storytelling, market development, and cross-border partnerships.

📍 Based in France & Italy – Active in NYC
📬 giovanna.saboureault@elsabstudio.com","Révision, Résolution des litiges, Parler en public",Club Start Up Member,0
20,Entry,0.3,0.2,Unknown,other,others,0,Retail,,,,"English, French, Gujarati, Hindi, Japanese","Fontaine, Auvergne-Rhône-Alpes, France",,,A marketing specialist with strong business development experience having done projects in digital marketing and conventional marketing.,"Japanese, Scriptwriting, Storytelling",,1
30,Entry,0.5,0.3,Blockchain,international_hub,others,0,Fine Art,,,,,"Greater Paris Metropolitan Region, France",,,"💙 Digital art curator and Art Advisor based in Paris.

Joséphine Louis is a curator specializing in digital art. Founder of the agency Fu2ion, she designs interdisciplinary exhibitions that explore the intersections of art, technology, and society. She holds a Master’s degree in Art Market Management from EAC and has worked with galleries and auction houses before collaborating with leading art institutions and foundations. Her expertise spans curating exhibitions, sourcing innovative artworks, and advising collectors, festivals, and corporations.

👉🏻Close to the traditional art market, including 5 years of experience in auction houses and an art galleries.

👩🏻‍💻 Art + Tech enthousiastic. In 2020, I wrote a thesis about blockchain technology and its application to art.

👉🏻 Co-founder - @Fu2ion : Fu2ion is a Paris-based agency specializing in digital art. We facilitate the integration of digital artworks by connecting artists with space designers and event organizers. Founded by Kim Departe and Joséphine Louis, two digital art specialists, our agency is dedicated to delivering distinctive, multidisciplinary arts offerings that engage and inspire your partners and clients. We conduct continuous artistic monitoring to offer artworks aligned with the latest technological innovations.

👉🏻 Digital art curator (Previously : FauveParis, GxrlsRevolution, Asprey Studio & Sigg Art Foundation)

👉🏻Founder of @Funghi Gallery: I propose a quality curation: emerging and recognized artists of the contemporary digital art scene. I bring my expertise, my vision and my eye for art collectors in search of novelty and artistic quality. I organize online and physical exhibitions in Paris. 

👉🏻NFT specialist: I contributed to the development of 1rst NFT sales in France at @FauveParis in 2022.

👉🏻Co-writter ""100 wxmen digital artists to follow in the NFT space"" with @GxlrsRevolution, @imaginemoi @léaduhem


I’m always interested in meeting new artists and art collectors 💬","Gestion d’actifs, gestion de collection d'art, Vente",Art Collection Manager,0
80,Entry,0.7,0.25,Biotechnology,international_hub,experts,1,Biotechnology,Biotechnology Research,2-10,Privately Held,"English, French, Spanish","Paris, Île-de-France, France","Paris, FR",,"I'm a bioengineer with a passion for harnessing the power of synthetic biology to address global challenges in health, industry, and the environment.
My expertise includes engineering microbes to produce industrial compounds, using omics technologies to discover novel therapeutics (antibiotics & antivirals), and leading cutting-edge R&D biotech projects. I'm driven by the potential of synthetic biology to contribute to innovations that will be sustainable, accessible to everyone and shape industrial sectors.
Beyond this work, I'm passionate about exploring the intersections of science, art, design, and technology, believing that these hybrid approaches can lead to unexpected discoveries and impactful communication of scientific ideas.","Molecular Biology, Cell Culture, Biotechnology",Product Manager - Senior R&D Scientist,0
75,Mid,0.65,0.5,Venture Capital,international_hub,leaders,1,Venture Capital & Private Equity,Venture Capital and Private Equity Principals,11-50,Partnership,"Anglais, Espagnol","Paris, Île-de-France, France","Paris, FR",2023.0,"Founder of two tech companies. 

Also investor in : Shipup,  Hosman, Happydemics, Nfinite, Darewise, Perlib, Murphy, Mindee, Mobile Club, Purchasely, Kardinal, Schoolab, La Belle Vie, Japhy, Iroko, ClearFashion, Shippzer, Electra, Vaonis, Lemon.fm, D+, Roof, Weefin, Biliv, Everdye, Voltaire, Le Fourgon, Tabesto, Kate. 

I'm now interested in investing into climate project.","Marketing digital, Strategy Development, Facebook Marketing",Founding Partner,0
85,Senior,0.8,0.7,IT Services,international_hub,leaders,2,Research,IT Services and IT Consulting,1001-5000,Privately Held,"English, French, Tamil","Greater Paris Metropolitan Region, France","Paris, FR",,"I am a Data Scientist with the Consort Group, passionate about translating my interests and skills in data science and network analysis to tackle core R&D challenges and facilitate transformation driven by research. I am particularly interested in integrating and analyzing data from multiple stakeholders, and leveraging network and statistical insights to enhance collaboration and foster innovation. 

I graduated my PhD from Universite Paris Cite, working on an interdisciplinary doctoral thesis that explored how social interactions drive adaptation and learning in open innovation contexts by integrating methods from network science, organization theory, social science, and data analysis. 

My academic background is in theoretical computer science, focusing on applied mathematics and algorithms, along with transversal skills in social science and interdisciplinary research.","C++, Programming Languages, Algorithm Design",Data Scientist,1
50,Mid,0.55,0.65,Business Consulting,international_hub,experts,1,Management Consulting,Business Consulting and Services,,Privately Held,,"Greater Paris Metropolitan Region, France","New York, US",,,"Itinéraires, Minutieux, Matériel de bureau",Senior Executive Assistant,1
85,Senior,0.75,0.75,Law Practice,international_hub,leaders,1,Law Practice,Law Practice,201-500,Partnership,"Allemand, Anglais, Français","Paris, Île-de-France, France","Paris, FR",1966.0,,"Intellectual Property, Industrial Properties, Contract Law",Senior IP Lawyer,0
70,Entry,0.5,0.3,Civic and Social Organizations,other,workers,1,International Trade & Development,Civic and Social Organizations,2-10,Privately Held,,France,"Rennes, FR",,,"Private Events, Customer Service, Event Planning","Senior Partner, Cultural & Creative Industries",0
80,Mid,0.7,0.7,Law Practice,international_hub,leaders,1,Law Practice,Law Practice,51-200,Partnership,anglais,"Paris, Île-de-France, France","Paris, FR",2010.0,"As a Paris-based Solicitor and Attorney, I have expertise in IT and Intellectual Property (IP) Law, with focus on Artificial Intelligence, Data Protection, and complex IT contracts.

My mission is to translate technological challenges into secure legal solutions.

My expertise is specifically tailored to:
- advise a diverse global clientele, from innovative startups scaling fast to multinational corporations.
- legal structuring & risk management: creating a clear legal framework for digital and IT projects ensuring compliance (both French and EU);
- mitigating cross-border risks;
- complex contract negotiation: negotiating high-value IT contracts, licensing agreements, and assignment agreements that secure client interests;
- M&A support: providing hands-on, strategic counsel on the IP and IT-specific needs of mergers and acquisitions, particularly within high-growth tech enterprises.

Overall providing clear, actionable, and commercially-aware legal solutions designed to protect your assets and accelerate your digital transformation.","RGPD, Intelligence artificielle (IA), E-commerce",Counsel,0
70,Mid,0.6,0.8,Banking,other,leaders,1,Banking,Banking,,Privately Held,,France,"Paris, FR",,,"Analyse Financière, Gestion du Risque, Développement Commercial",Chargé d'Affaires Entreprises Innovation,0
85,Senior,0.8,0.85,Human Resources Services,other,leaders,1,Computer Software,Human Resources Services,1001-5000,Privately Held,"Chinese, English, French, German",France,"San Francisco, US",2019.0,"Deel is transforming how enterprises hire, manage, and pay employees.

 6 years after our creation, 40,000 customers trust our platform to empower their employees including leading brands such as Hermes, OpenAI, Ubisoft or Klarna.","Sales Engineering, Marketing Analytics, Relationship Building",Enterprise Account Executive,1
25,Entry,0.35,0.2,Unknown,international_hub,others,0,Marketing & Advertising,,,,"Anglais, Arabe, Espagnol, Français","Paris, Île-de-France, France",,,"Passionate about marketing, digital, and all forms of communication, I have worked both in agencies and in-house on B2B and B2C projects, combining strategy, execution, and project management.

A trend stalker at heart, I always keep an eye on what captures attention, delivers results, and makes sense for a brand.

Creative | Responsive | Organized | Curious — this mix is where I find my balance.

Open to connections and conversations, always.
📩 samadhajar01@gmail.com","Event Planning / Management, Customer Relationship Management (CRM), Creativity & Innovation",,0
30,Entry,0.3,0.3,Unknown,regional_hub,others,0,Textiles,,,,"English, French, Tamil",France,,,"I’m a data-driven merchandising professional with 1 year of experience, deeply passionate about unlocking the potential of data to improve product strategies. 

I thrive on turning complex data into actionable insights, using tools like Power BI to track performance, identify trends, and optimize collections. My expertise spans across forecasting, competitive benchmarking, and performance analysis to ensure product offerings align with market demands. 

I’m always looking for new ways to use data to shape strategic decisions, streamline processes, and enhance product visibility in fast-moving retail environments. 

Feel free to connect with me Here is my email id nevethithaarasappan@gmail.com 

I'm happy to learn about your experiences and share mine too!","Forecasting, Microsoft Power BI, QlikView",,1
50,Mid,0.6,0.5,Consulting,regional_hub,experts,0,Information Technology & Services,,,,,France,,,"🇫🇷🚨 Une documentation confuse = adoption ralentie, support saturé, investisseurs méfiants.
Vos équipes le savent :
– Les devs n’ont ni le temps ni l’envie d’écrire.
– Une doc incomplète ralentit vos utilisateurs.
– Clients et investisseurs attendent conformité et clarté.

Je suis Bérangère Gallais, Technical Writer & Doc Engineer – Ghostwriter Tech/IA freelance.
J’aide les entreprises tech et IA à transformer leur documentation en un levier stratégique : adoption rapide, crédibilité renforcée, meilleure expérience utilisateur.

💡 Expertises :
✍️ Documentation API & IA/ML (guides dev, onboarding, OpenAPI, docs interactives).
📘 Docs techniques hors API (guides utilisateurs, tutoriels, docs internes).
🖋️ Ghostwriting Tech (articles, livres blancs, études de cas).
⚙️ Doc Engineering (Docs-as-Code, CI/CD, automatisation).

🌍 Habituée au full-remote et à la communication asynchrone, je collabore facilement avec des équipes distribuées.

🎯 Projets démo : https://www.berangeregallais.com/fr/portfolio/

📩 CTO, PM ou dirigeant et votre doc ne suit pas la vitesse du produit ?
👉 contact@berangeregallais.com
La meilleure technologie mérite une documentation à sa hauteur.

📚 En dehors du travail, j’aime apprendre, écrire (blog littéraire : https://www.inbookswetrust.net), dessiner, cuisiner et jouer aux jeux vidéo.

–––––––––––––––––––––––––––––
🇬🇧 🇺🇸
🚨 Confusing docs = slower adoption, overwhelmed support, skeptical investors.
Your teams know it:
– Developers don’t want (or have time) to write.
– Incomplete docs frustrate users.
– Clients and investors expect clarity.

I’m Bérangère Gallais, Technical Writer & Doc Engineer – freelance Tech/AI Ghostwriter.
I help tech and AI companies turn docs into a strategic asset: faster adoption, stronger credibility, better UX.

💡 Expertise:
✍️ API & AI/ML docs (dev guides, onboarding, OpenAPI, interactive docs).
📘 Beyond APIs (user guides, tutorials, internal docs).
🖋️ Tech Ghostwriting (blog posts, white papers, case studies).
⚙️ Doc Engineering (Docs-as-Code, CI/CD, automation).

🌍 Used to full-remote work and async communication, I collaborate seamlessly with distributed teams.

🎯 Portfolio: https://www.berangeregallais.com/en/portfolio/

📩 CTO, PM, or founder with docs that can’t keep up?
👉 contact@berangeregallais.com
Great tech deserves great docs.

📚 Outside work, I enjoy learning, reading, blogging, drawing, cooking, and gaming.","Administration juridique, Rédaction juridique, Documentation juridique",Technical Writer & Ghostwriter,1
30,Entry,0.4,0.3,Unknown,international_hub,others,0,Publishing,,,,,"Greater Paris Metropolitan Region, France",,,"I hold a Master’s degree in International Management and bring a strong foundation in business strategy, global markets, and cross-cultural communication. My recent experience at Singulart, a leading online art gallery, sharpened my ability to manage VIP clients and navigate complex, high-stakes sales in the luxury sector.

Naturally extroverted and solution-oriented, I excel in fast-paced, client-facing roles where empathy, precision, and adaptability are key. My multicultural background and analytical mindset allow me to bridge business goals with customer needs, always with a hands-on and results-driven approach. I’m eager to bring this blend of strategic insight and operational finesse to companies with an international outlook.

Let’s connect and explore opportunities to collaborate!","Project Management, Marketing digitale, Very Important Person (VIP)",,0
80,Mid,0.65,0.7,Higher Education,international_hub,experts,2,Research,Higher Education,501-1000,Educational Institution,"Espagnol, anglais","Greater Paris Metropolitan Region, France","Berlin, London, Madrid, Paris, Turin, Warsaw, FR",1819.0,"Louis-David Benyayer is Associate Professor at ESCP Business School (Paris campus) and is the AI Initiatives Coordinator for the school. He is interested in the strategic implications of digital technologies, in particular big data and artificial intelligence. Recent research projects include data sharing business models, adoption drivers of Artificial Intelligence and Generative Artificial Intelligence.

His research has been published in scientific journals ; he has also written for the professional press (e.g. LSE Business Review, Les Echos) and for popular international organisations (e.g. World Economic Forum).

He has designed and launched academic programs in France and in the UAE and is currently developing new programs and content about Generative Artificial Intelligence.

Over the last 20 years, he has developed a strategy consultancy business working with large companies and SMEs. He has been involved in two start-ups and led a recovery plan for a bankrupt company.

He leverages his experience and network to develop customized training programs to support executives and organizations in the process of digital transformation.

He earned his PhD from the Dauphine University and his Master Degree from ESCP Business School.","Entrepreneurship, Strategy, Management Consulting",Academic Director - AI for Business Certificate,0
40,Entry,0.5,0.4,Nonprofit,other,others,0,Human Resources,,,,"Anglais, Espagnol","Rochefort, Nouvelle-Aquitaine, France",,,"🎯Consultante en recrutement, j’accompagne les entreprises et les candidats dans la rencontre idéale entre besoins et ambitions.
🤝Je facilite la connexion entre talents et opportunités avec une approche humaine, réactive et orientée résultats, pour des recrutements efficaces et des parcours professionnels réussi.","Ressources humaines, French, English",Ambassadrice de la Fondation Mercato,0
85,Mid,0.8,0.65,Online Audio and Video Media,international_hub,leaders,2,Information Technology & Services,Online Audio and Video Media,201-500,Privately Held,,"Paris, Île-de-France, France","Paris, FR",,"Actuellement Responsable Programme et Product Manager au sein de Dailymotion, j'accorde un grand intérêt aux nouvelles technologies (AI, Réalité Augmentée/Virtuelle) dans un contexte d'entreprenariat.
J'ai une affinité pour les domaines de l'audiovisuel et du médical.

Currently holding the position of Program Manager and Product Manager in Dailymotion. I'm particularly interested in new technologies (such as AI and Augmented/Virtual Reality) in audiovisual or medical fields.","Gestion de produit, Conception de services, Design Thinking",Product Manager Video,0
80,Entry,0.55,0.75,Software Development,regional_hub,workers,1,Computer Software,Software Development,11-50,Privately Held,,"Villejuif, Île-de-France, France","Paris, FR",2020.0,"I help businesses build and deliver cutting-edge products.
My dexterity lies in shaping portfolio strategy, crafting product roadmaps, and enhancing software quality to ensure flawless product delivery. 
Demonstrated excellence in UI/UX design principles, API integration, and conducting user acceptance tests to ensure product evolution aligns with market demands.
I have proved my excellence in implementing agile methodologies, fostering cross-functional collaboration, and evaluated user feedback to drive product enhancements.

Key Achievements:
1. Successfully spearheaded innovation in product management for 3+ years, specializing in cutting-edge SaaS solutions within dynamic digital landscapes across diverse industries.
2. I’ve mastered the administration of developing product strategies, drafting product specifications, and prioritizing backlog items to fuel continuous product innovation.","SQL, Cross-functional Team Leadership, Agile Methodologies",Product Owner,0
70,Mid,0.6,0.6,Government Administration,international_hub,others,0,Government Administration,Government Administration,,Government Agency,"Allemand, Créole et pidgin, basés sur le français, Malgache, anglais","Paris, Île-de-France, France","Paris, FR",,"Après un parcours riche en expériences professionnelles diverses (enseignement, pilotage de projets éditoriaux, arts et culture, formation d’adultes, pilotage pédagogique en EPLE), j'ai piloté à l’échelon national le développement de l’apprentissage conformément à la loi n2018-771 du 5/09/18 qui réforme profondément le dispositif. 
J'ai ensuite rejoint l'enseignement supérieur et la recherche en assumant la fonction de responsable administratif et financier au sein de l'unité Agreenium à l'INRAE à Paris. Aujourd'hui, en poste au ministère de la Justice, je participe par mon action au quotidien au fonctionnement de la justice judiciaire en France. Au delà des responsabilités, il est tres gratifiant d'être au service de la nation et des justiciables.","Conception sonore, Son numérique, Traitement du son",Adjoint au chef de Bureau / FIP 3 DSJ -Chef de la section BOP central,1
40,Entry,0.3,0.3,Manufacturing - Prototyping,international_hub,others,0,Luxury Goods & Jewelry,,,,"Français, Inglese, spagnolo, tedesco","Paris, Île-de-France, France",,,,"Rhinoceros 3D, ZBrush, V-Ray",Jewelry designer,0
80,Entry,0.8,0.65,Software Development,international_hub,others,2,Computer Software,Software Development,11-50,Privately Held,,"Greater Paris Metropolitan Region, France","Paris, FR",2023.0,"Entrepreneur, AI researcher, software engineer and CEO with a user- and product-oriented mindset.  First-principles thinker and designer of algorithms and structural experiences. Former cybersecurity expert.

Currently working with a world-class engineering, research and design team to invent the future at Kog.

I worked with the data science team at BCG Gamma to help build and deploy AI products in enterprises. Before that I built a senior engineering team as a founding CTO at Baatch.

Previously co-founder of GG Factor, an innovative game studio. We focused on a deep understanding of game mechanics and gamers' minds to create highly engaging mobile and web games for a mass-market audience with Free-to-Play mechanics.

Before that, I co-founded Stribe, an Internet startup for the social web (selected project at the TechCrunch50 and LeWeb conferences). I was in charge of product design, driving the development team and building the backend infrastructure.
I also led the technical side of several other web products, including CoupleStreet, a social network for two people (selected project at the Launch conference).

Previously, I have been driving security audits, penetration testing and IT forensics engagements for major accounts in France (Banks, Telco, Assurance, Public Sector, Industry, Health, etc), and did a lot of IT security research during my years as a technical writer.

Specialties:

Artificial Intelligence
Product
Software Engineering
Startups
Agile software development
Product management and design
Cloud infrastructure, DevOps, scalability
Analytics / data mining / big data
IS/IT security audits (technical, organizational), penetration testing, reverse engineering, forensics
Vulnerability research, source code auditing, secure programming, exploit and security tools developpement","Start-ups, Software Development, Security",Founder,0
30,Entry,0.25,0.2,Unknown,regional_hub,others,0,Internet,,,,,"Nice, Provence-Alpes-Côte d'Azur, France",,,,"Node.js, Anglais, Git",,1
75,Entry,0.55,0.5,Non-profit Organizations,international_hub,others,1,Computer Software,Non-profit Organizations,11-50,Nonprofit,,"Paris, Île-de-France, France","Paris, FR",2023.0,,"Communication, Développement des communautés, Éducation",Project & Solutions Manager,1
80,Mid,0.7,0.7,Software Development,international_hub,others,2,Computer Software,Software Development,51-200,Partnership,"Anglais, Espagnol, français","Paris, Île-de-France, France","Paris, FR",2009.0,,"Conseil juridique, Contentieux, Civil Litigation",Head of legal,0
65,Entry,0.4,0.4,Design Services,international_hub,others,1,Computer Software,Design Services,2-10,Privately Held,"Anglais, Espagnol, Français","Paris, Île-de-France, France","Paris, FR",2021.0,"I help B2B startups turn complex ideas into clear, compelling narratives that drive sales, hiring, and investor confidence.

At Roupi, the narrative design studio I founded, I work with early-stage and Series A+ companies to define their positioning, sharpen their messaging, and align teams around a story that sells—internally and externally.

My approach blends brand strategy, copywriting, and communication design to deliver clarity across decks, websites, and campaigns.

Focus areas: Strategic positioning, Messaging frameworks, Go-to-market narratives, Brand voice & tone, External and internal communications, and content.

If you're building something smart but struggling to explain it—let’s fix that.","Marketing produit, product marketing, narrative",Narrative studio,0
85,Mid,0.8,0.7,Software Development,international_hub,leaders,2,Computer Software,Software Development,501-1000,Partnership,"English, French","Paris, Île-de-France, France","Paris, FR",2013.0,"I have been working for 20 years in the software industry dedicated to insurance and reinsurance business. I started my career on the consulting side. During 10 years, I was in charge of the deployment of a reinsurance management system in an international context. Then, I took the head of the product department dedicated to this software: backlog management, roadmap, product marketing,...
Currently, I am an EMEA Pre-sales consultant at Shift Technology in charge of the fraud detection and claims management solutions.
I used to manage teams either with functional or technical skills and I have myself both functional and technical skills.","Product Lifecycle Management, Software Project Management, Re/insurance",EMEA Solution Manager,1
65,Entry,0.65,0.4,IT Services and IT Consulting,other,others,1,International Trade & Development,IT Services and IT Consulting,11-50,Privately Held,"Anglais, Chinois, Espagnol, Français","Rennes, Brittany, France","Paris et Rennes, FR",2023.0,,"Marketing, Microsoft Office, Stratégie commerciale",Co-Fondateur,0
30,Entry,0.4,0.1,Unknown,other,others,0,Management Consulting,,,,,"Auvergne-Rhône-Alpes, France",,,"Tombée toute petite dans une éducation créative et collaborative (Steiner) où l'apprentissage est basé sur l'expérience -essai-erreur-apprentissage- j'ai décidé d'écrire ma propre aventure en créant Kaperli...
Croyez-moi, je continue à apprendre sur le même mode -essai - erreur- sauf que les copains d'école ont été remplacés par les clients que je prends plaisir à accompagner dans leurs enjeux stratégiques 🙌

 🎯 Kaperli c'est :
- Plus de 9 ans d'expertise en ingénierie pédagogique pour vos enjeux stratégiques et de Change Management
- Un expert pour concevoir et animer vos séminaires stratégiques, en France et à l'étranger...et même pour 300 collaborateurs !
- Une boutique avec plus de 50 outils de facilitation, de recrutement et de management.

🎲 Adoptez un jeu, c'est ici : https://shop.kaperli.com/

💪 Kaperli, la preuve par l'expérience :
- Déploiement de la stratégie Diversité et Inclusion d'Orange France
- Déploiement des formations Lean Management monde chez General Electric
- Déploiement des valeurs Sanofi à travers le monde
- Déploiement du Leadership Model chez Plastic Omnium et Galeries Lafayette
....

🫶 Bon sinon en tant qu'happy'dirigeante de Kaperli j’ai aussi mes passe-temps favoris : désherber mon allée et racler l’eau de ma terrasse sous le pluie (inutile mais satisfaisant !)

>>>

Having grown up on a rich diet of collaborative approaches to education (Steiner school) and ""learning by doing"", I decided to create my own path by setting up the company Kaperli!
And I'm still ""learning by doing"" every day, believe me :-) And every day it's a joy to work with all of my clients, helping them to develop their own projects.","B2B, Marketing, Marketing Communications",Co-fondatrice de Power 21,1
40,Entry,0.4,0.2,Automotive - Services,regional_hub,others,0,Marketing & Advertising,,,,"English, French, Hindi, Punjabi","Lyon, Auvergne-Rhône-Alpes, France",,,"Passionate About Digital Projects & Creating Seamless Customer Experiences

Hi, I’m Shantam, a customer-focused professional dedicated to delivering exceptional service, problem-solving, and ensuring customer satisfaction. With 7+ years of experience in customer engagement, digital platforms, and global client interactions, I thrive in fast-paced, remote environments where clear communication and adaptability are key.

What I bring to the table:
Customer Support & Relationship Management – Providing top-tier assistance through chat, phone, and email to enhance customer satisfaction.
Problem-Solving & Troubleshooting – Resolving inquiries efficiently, ensuring a seamless experience for every customer.
Tech-Savvy & CRM Expertise – Experienced with customer service tools like Zendesk, Salesforce, and live chat platforms to streamline interactions.
Multilingual Communication – Fluent in English, French, and Hindi, allowing me to support a diverse global audience.
Multicultural & Global Collaboration – Successfully worked with international teams across different time zones, ensuring operational efficiency.

Why Me?
Experienced in handling high-volume customer interactions while maintaining professionalism and empathy.
Proven track record of improving customer retention and satisfaction rates (+30%) through proactive support and tailored solutions.
Comfortable working independently in a remote environment, staying organized and self-motivated.

Excited about opportunities in digital projects, customer service, and consultancy where I can make a real impact. Open to connecting with teams looking for a dedicated, customer-centric professional.

Let’s connect!","Marketing Support, Customer Relationship Management (CRM), Sales Prospecting",Customer Service Executive,0
30,Entry,0.3,0.1,Education - Research,international_hub,experts,0,Management Consulting,,,,,"Paris, Île-de-France, France",,,"Phd Thesis available in English and in French open access for free on Hal !!

https://hal.science/tel-04951962v1



And also for free in English on Academia.edu","Recherche d'informations, Compétences analytiques",chargé de coordination et de communication,1
35,Entry,0.35,0.15,Legal - Law,other,others,0,Law Practice,,,,,France,,,,"Gestion de la conformité, Management, Compétences interpersonnelles",Avocate,0
65,Executive,0.55,0.5,Human Resources - Staffing,international_hub,salespeople,0,Staffing & Recruiting,Staffing and Recruiting,2-10,Self-Employed,,"Greater Paris Metropolitan Region, France","Paris, FR",2012.0,"Executive Search recruitment for law firms and In house legal, tax and compliance positions.","executive search, Talent Acquisition, Human Resources",Partner Legal & Tax Executive Search,0
70,Mid,0.75,0.3,Education - Higher Education,international_hub,experts,1,Law Practice,Higher Education,501-1000,Educational Institution,"Anglais , Français","Paris, Île-de-France, France","Paris, FR",1968.0,"𝐀𝐯𝐨𝐜𝐚𝐭 𝐞𝐧 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐚𝐛𝐢𝐥𝐢𝐭𝐞́ 𝐜𝐢𝐯𝐢𝐥𝐞 𝐞𝐭 𝐩𝐞́𝐧𝐚𝐥𝐞, 𝐣𝐞 𝐝𝐞́𝐟𝐞𝐧𝐝𝐬 𝐞𝐧𝐭𝐫𝐞𝐩𝐫𝐢𝐬𝐞𝐬 𝐞𝐭 𝐝𝐢𝐫𝐢𝐠𝐞𝐚𝐧𝐭𝐬 𝐝𝐚𝐧𝐬 𝐥𝐞𝐮𝐫𝐬 𝐥𝐢𝐭𝐢𝐠𝐞𝐬 𝐜𝐨𝐦𝐩𝐥𝐞𝐱𝐞𝐬.

J’interviens notamment pour des groupes industriels, des groupes de BTP, des institutions financières et des compagnies d’assurance, en m’entourant d’experts techniques et de spécialistes de la communication de crise, afin d’assurer une défense stratégique et efficace.

En mars 2023, j’ai cofondé le cabinet ADLANE avec Éléonore FAVERO, structuré autour d’une expertise pointue en gestion des risques industriels, technologiques et environnementaux.

Etant intervenu dans plusieurs dossiers majeurs en matière de risques industriels et environnementaux, j’ai créé un département scientifique dédié à ces enjeux et noué des partenariats avec des éditeurs spécialisés. 

Je rédige actuellement un ouvrage sur la réparation du dommage environnemental, à paraître en 2025 aux éditions Dalloz.","Droit de la construction, Risques industriels et produits défectueux, Conformité",Intervenant en droit pénal des affaires,0
70,Entry,0.6,0.3,IT Services and IT Consulting,other,others,0,Marketing & Advertising,IT Services and IT Consulting,2-10,Sole Proprietorship,"Anglais, Espagnol, Hongrois","Nice, Provence-Alpes-Côte d'Azur, France","Signes, FR",2024.0,"Avec plus de quatre années d'expérience professionnelle, je me consacre actuellement à la stratégie de croissance chez Waadoo, où mes compétences en prospection commerciale et développement de partenariats se distinguent. Ma mission est d'apporter une vision novatrice et alignée sur la culture d'entreprise, en offrant des perspectives diversifiées et une expertise reconnue en gestion de la relation client et négociation commerciale.

Chez Greenbull Campus, en tant que Responsable marketing, j'ai optimisé les stratégies d'acquisition via des campagnes Google Ads, Facebook Ads et Linkedin Ads, améliorant significativement l'analyse de marché et le suivi des performances. Mon rôle a été essentiel pour piloter le lancement de produits et orchestrer une collaboration interdépartementale, renforçant ainsi la présence de la marque et l'efficacité des communications marketing.","Scrum, Méthodes agiles, Gestion de projet agile",Consultante cloud,0
