llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
85,Mid,0.85,0.55,Entertainment,regional_hub,experts,1.0,Entertainment Providers,Entertainment Providers,231,,,"Barcelona, Catalonia, Spain",,,"I am a Data Analyst with experience in tech &amp; startups, with previous experience in policy analysis and humanitarian aid. My interests lie in the ethical use of tech for public good. Fluent in English, Spanish, French and Catalan, and having worked in different fields international policy to tech, I am highly adaptable and a fast learner. Competencies: Python | SQL | MySQL | Tableau | Mongo DB | Hubspot | Research, writing &amp; analysis Skills: - Interpersonal skills; from being a sales rep in a high-growth start-up to teaching English and Spanish, I love working with people. - Research and analysis; strong academic background in humanities and experience working as a policy analyst for an EU-funded think tank. - Time management and organisation; from working according to tight deadlines as a policy analyst, to running humanitarian projects in a refugee camp, I know what it takes to organise yourself well under pressure. - Solutions-oriented; top Sales Development Representative in UK market at Factorial, Q1 2023. - Highly adaptable; I speak 4 languages fluently and have a proven track-record of learning new skills quickly and adapting to new environments. Hobbies &amp; Side-Projects: - Radio DJ &amp; music lover - Half marathon and (future) marathon-runner Contact: Feel free to connect, DM or e-mail me on edward.rodgermartinez@gmail.com",,Data & Ops Analyst,0
90,Senior,0.5,0.9,Professional Services,regional_hub,experts,1.0,Professional Services,Professional Services,10,,"Italian, English, Spanish, French","Malmö kommun, Skåne County, Sweden",,,"By integrating design, AI-powered data science, and futures thinking, I help organizations become more strategic, innovative, resilient, and impactful. In academia, I have conducted research, taught, and consulted at institutions including Harvard, MIT, Stanford, Malmö University, the University of the Arts London, and the Polytechnic University of Milan. My contributions include (co)authoring and (co)editing seven books and over 100 publications, as well as securing research grants totaling more than €7 million. I currently serve as an Associate Professor at Aalborg University. I have also founded and led successful, award-winning design-driven firms—most recently Logic Moon (impact-oriented strategic and service design) and IZILab (AI software for data-driven geospatial future intelligence). Operating across more than 30 countries, I have delivered over 500 projects for clients such as Procter &amp; Gamble, Unilever, Dior, and Sony. In parallel, I advise public organizations—including the European Commission, the World Bank, and UNICEF—on foresight-driven innovation strategies, policy development, and funding programs. Beyond my work in strategy and innovation, I am deeply engaged in well-being and longevity. As a certified RYT-500 yoga instructor, I explore science-based, design-supported approaches to healthy aging.","user experience, interaction design, 3d visualization, information design, design strategy, user interface, research design, user research, usability testing, service design, user experience design, user interface design, human computer interaction, information architecture, usability, flash, qualitative research, web design, research, prototype, design management, ethnography, user-centered design, prototyping, experience design","Associate Professor (Strategic design, foresight, service design)",0
85,Senior,0.85,0.6,Professional Services,regional_hub,experts,2.0,Professional Services,Professional Services,1279,,"English, Spanish, Catalan, French","Barcelona, Catalonia, Spain",,,"👉 I am an explorer, writer, speaker and consultant focused on the social and economic impacts of digital innovations that are defining our era. 🧭 My personal perspective brings a systems change paradigm and an ethical use of technologies for the common good. I deliver meaningful strategic innovation and insights by building bridges and connecting those leading the disruption caused by the digitization and the status quo organizations and practices. 😊Focused mostly two topics a) The future of work and workers b) The impact of digital platforms in cities. 🏛️Served 18 months as general director of open data, transparency and collaboration (Open Government) at the Generalitat de Catalunya (2021-2022) 📚 Author ""El trabajo ya no es lo que era"" [Work is no longer what it used to be] (2020) and ""Vivir mejor con menos"" [Living better with less] (2014) 🎬 Documentary co-producer ""Ciutat en Beta"" [City in Beta] (2022). 🕸️ Member of Ouishare, BMW Responsible Leaders Network, Los 100 de COTEC and RSA Fellow among other affiliations. TEDx Speaker (2015)","consulting, strategy, blogs, design thinking, innovation management, community management, user experience, start-ups, mobile applications, mobile devices, product management, management, event planning, research, business strategy, wordpress, catalan, economy, social media, p2p, business model innovation, open innovation, well travelled, community building, digital marketing, written & oral presentation skills, social innovation, spanish, collaborative economy, english, blogging, entrepreneurship",Artificial Intelligence and Language Technologies (AI/LT) coordination and development manager,1
65,Senior,0.6,0.3,Technology - Design,other,workers,1.0,,,undefined,,"Turkish, English, Spanish","Valencia, Valencian Community, Spain",,,"Brand marketing and digital products. High-performing creative lead with a passion for design and technology. More than fifteen years experience impacting positive organizational outcomes through creative strategy and visual storytelling. Confident in ability to collaborate with cross-functional teams to solve complex, high-stakes problems. Committed to continuous improvement and contributing to team success.",,,1
70,Mid,0.7,0.25,"Technology, Information and Media",international_hub,workers,2.0,"Technology, Information and Media","Technology, Information and Media",66,,"English, Indonesian",Singapore,,,"With 5 years of visual design experience across diverse industries— and 4 years as an independent graphic artist, she strengthened both her work and her ability to connect with people through design. She values open-mindedness, open to collaboration &amp; representation, and driving results in every project she undertakes. Currently, she’s building illustration content on her social media while also pursuing new knowledge in artificial intelligence, data, and writing.",,Global Template Designer,1
90,Executive,0.8,0.75,Professional Services,other,experts,2.0,Professional Services,Professional Services,796,,"Italian, English, German","Provincia di Trento, Trentino – Alto Adige/Südtirol, Italy",,,"Maurizio Napolitano (aka napo) is head of the explorative project Digital Commons Lab (DCL) of FBK - Fondazione Bruno Kessler. DCL is an exploratory project with the aim of studying, supporting, popularizing, and innovating the world of digital commons. The main topic of napo is in the study of the processes of creation of collective knowledge as Wikipedia, OpenStreetMap and the open source community with particular attention to geographical information. He is strongly involved with the community related to the open knowledge topic. he represents the Open Knowledge Foundation in Italy He is also a volleyball coach with experience in Austria (2 seasons in first national liga) and Italy (more as 20 years, junior and senjor teams, female and male in C/B2 and official FIPAV teacher) From 2013 he is also member of the committee ""Digital Agenda"" for the region Emilia Romagna Topics: - Open Data - OpenStreetMap - Neogeography - GIS &amp; WebGIS - FLOSS - GNU/Linux - Volleyball ... some time he tries to write code in bash, java, python, javascript, php released on github.com/napo","informatica, software development, unified modeling language (uml), geographic information systems (gis), open source software, latex, algorithms, uml, software engineering, open data, git, artificial intelligence, apache, django, machine learning, debian, computer science, ubuntu, eclipse, matlab, databases, programming, java, linux, bash, perl, open source, xml, openstreetmap, volleyball, gnu/linux, mysql, postgis, postgresql, javascript, php, python, quantum gis, gis",Head of Unit of Digital Commons Lab,1
80,Executive,0.5,0.9,Financial Services,international_hub,leaders,1.0,Financial Services,Financial Services,4911,,"English, French, Romanian, Italian, German","Luxembourg, Canton Luxembourg, Luxembourg",,,"Multilingual (English, French, Italian, German, Romanian) engineer with an EMBA; With over 20 years of leadership in change management, crisis resolution, and business transformation, I specialize in driving sustainable growth and operational excellence across diverse industries. My expertise spans digital transformation, process optimization, regulatory-driven projects, and organizational redesign. As a Change, Crisis, and Strategy Manager at I’ve consistently delivered impactful solutions tailored to strategic initiatives, from optimizing supply chain logistics to enhancing HR frameworks. My entrepreneurial experience as Managing Partner of DI Agency sharpened my skills in scaling businesses, building high-performing teams, and executing innovative marketing strategies for global brands like Mars, Reckitt Benckiser, and Mondelez. Throughout my career, I’ve led complex transformations, from ERP implementations at OMV Petrom to designing talent marketplaces and developing bespoke software solutions. I bring a hands-on, agile approach to leadership, blending methodologies like ADKAR, SCRUM, and BPMN to navigate challenges and deliver measurable results. I thrive on creating clear roadmaps for change, fostering stakeholder engagement, and building future-ready organizations. Whether managing €5M ad budgets, scaling operations to accommodate 11,000 contracts/day, or doubling YoY sales, I am dedicated to achieving impactful, sustainable outcomes. If you’re looking for a leader with a proven track record in transformation, strategy, and innovation, let’s connect!","talent assessment, talent acquisition, budget management, interim management, executive management, business analysis, executive coaching, p&l management, leadership development, financial management, talent management, contract negotiation, marketing strategy, market analysis, strategic thinking, due diligence, product management, marketing management, process engineering, competitive analysis, program management, organizational design, strategic planning, team management, planning, new business development, sales management, performance improvement, fmcg, business transformation, cost reduction, strategy development, mergers, performance management, negotiation, team leadership, business management, organizational change, start-ups, organizational development, business process improvement, operations management, people management, consultancy, change management, business strategy, business planning, management consulting, restructuring, engineering",Change Project Manager,0
10,Entry,0.55,0.1,Law Practice,other,others,0.0,,Law Practice,undefined,Sole Proprietorship,,"Erlangen, Bavaria, Germany","Erlangen, DE",2019.0,,,,1
75,Mid,0.75,0.2,Professional Services,other,workers,2.0,Professional Services,Professional Services,15,,,"Giza, Egypt",,,"Experienced Motion Designer with a passion for bringing visuals to life -from dynamic motion graphics and animated videos to eye-catching 3D assets. With training from ITI, DEPI, and a Graphic Design scholarship from NTI, I blend technical skills with creative storytelling and a strong eye for detail. Also skilled in graphic design, I love turning ideas into visuals that feel alive, thoughtful, and impactful. I care about every frame, every color, every move",,Motion Graphic Designer,1
85,Senior,0.65,0.8,"Technology, Information and Media",regional_hub,salespeople,1.0,"Technology, Information and Media","Technology, Information and Media",1430,,"Anglais (TOIEC - 945), Espagnol","Malaga, Málaga, Málaga-Costa del Sol, Andalusia, Spain",,,Spécialisé dans les solutions informatiques logicielles.Compétences en :-,"business development, gestion de la relation client (crm), développement commercial, management, consulting en management, crm, anglais, sales manager, négociations, stratégie marketing, stratégie commerciale, informatique décisionnelle, gestion de compte, marketing management, contract negotiation, marketing strategy, partner management, cloud computing, negotiation, team leadership, team management, new business development, international marketing, e-commerce, account management, sales management, business intelligence, business strategy, analysis, management consulting, english, international sales, french, international relations, knowledge management, international business","Strategic Global Alliance Partner EMEA, ISV/OEM",1
80,Mid,0.7,0.15,Professional Services,international_hub,experts,1.0,Professional Services,Professional Services,1,,"Japanese, English, Portuguese, Spanish, French","Charleston County, South Carolina, United States",,,"Cell-based gene therapies offer unprecedented promise for medicine. One day, it may be possible to cure degenerative diseases that consist of the loss of one or several specialized cell functions, as well as to decelerate the deterioration our bodies experience during aging. However, several hurdles must be surpassed to establish cell transplantation therapies, a major one being rejection by the recipient's immune system. This challenge is particularly prominent for autoimmune disorders, such as type 1 diabetes and multiple sclerosis, where the immune system mediates the destruction of self-tissues. During my PhD, in the laboratories of Jack Strominger and Chad Cowan at Harvard University, I worked on transcriptional regulation in human pregnancy, a long-standing enigma in immunology and a seldom studied model of immune tolerance. In addition, I was the first to show successful genome editing in primary human T cells and hematopoietic stem cells using CRISPR/Cas9 and was part of a team creating universally compatible human pluripotent stem cells. As a postdoctoral scholar in the laboratories of Qizhi Tang and Jeff Bluestone at the University of California San Francisco, I used CRISPR/Cas9-mediated gene knock-in to replace the endogenous T cell receptor (TCR) gene with an anti-HLA-A2 chimeric antigen receptor (CAR) gene in primary human regulatory T cells (Tregs), creating CAR Tregs with suppressive function specifically upon recognizing HLA-A2 that traffic to transplanted HLA-A2+ human islets. Currently, I am an Assistant Professor of Microbiology and Immunology at the Medical University of South Carolina and the Hollings Cancer Center. My goal is to design and develop engineered immune cell therapies for autoimmune disease, cancer, and aging. I envision that we will be able to use our capacity to engineer the human genome with high precision and efficiency to manipulate our immune system, enabling us to treat devastating illnesses now labeled as incurable. I am highly committed to make that vision become a reality.",,Founder and CEO,0
75,Mid,0.4,0.7,Professional Services,other,experts,1.0,,,undefined,,,Morocco,,,"Strategy &amp; Transformation Manager With 8 years of experience in Strategic Management Advisory services &amp; Business Consulting. Proven track record in developing, executing and driving impactful strategies for more than 20 companies and institutions in 7 countries across 3 continents covering 7 key sectors : Public Sector, financial services, tourism, automotive, energy, logistics &amp; distribution, healthcare. Experience in developing and monitoring organizational restructuring initiatives. Demonstrated expertise in project management &amp; corporate finance.",,Strategy & Transformation Project Leader,0
20,Mid,0.6,0.3,Software Development,international_hub,others,1.0,,Software Development,51-200,Privately Held,,"City of London, England, United Kingdom","London, GB",2019.0,,,,0
75,Mid,0.55,0.5,Government Administration,other,experts,1.0,Government Administration,Government Administration,40141,,,"Amman, Amman Sub-District, Amman, Jordan",,,"My story unfolds from the heart of Jordan, where many young women face marginalization and exclusion due to societal norms that limit their ambitions. Since I was a child, I dreamed of becoming an engineer and working in the field of cultural heritage. However, reality proved different, as I encountered significant challenges in securing job opportunities, despite my academic excellence. In 2022, I completed my master's degree with honors. That was a tremendous achievement, but I soon discovered that the path to success was not quickly paved. I applied for numerous university positions, only to be rejected because I did not belong to certain groups. I felt despair and frustration, wishing I had a voice that could be heard. Despite all this, I did not give up. I decided to pursue my studies and complete the requirements for my Ph.D. There were moments when I felt I should stop, but I firmly believed that I could be a role model for women in my country. I want to show that a female engineer can work in archaeological excavation sites and that she can achieve her dreams regardless of the challenges. Today, I share this story to inspire every woman facing similar difficulties and scientific writing. I want to tell all: do not let society dictate your destiny. Keep striving for your dreams and be an example for the next generation. We can change stereotypes; let us continue to work hard and achieve success. My approach integrates innovative technology, such as laser scanning, AI, and digital heritage modeling, to protect and preserve the intricate fabric of our past. This dedication to integrating advanced methodologies into archaeology positions women at the forefront of cultural heritage preservation. تدور قصتي من قلب الأردن، حيث تواجه الشابات التهميش بسبب الأعراف الاجتماعية. واجهت صعوبات في الحصول على فرص عمل رغم تفوقي الأكاديمي. بعد حصولي على الماجستير بتفوق في 2022، تقدمت للعديد من الوظائف الجامعية لكنني رُفضت لعدم انتمائي لمجموعات معينة، مما سبب لي الإحباط. لكنني لم أستسلم، وقررت استكمال دراستي للدكتوراه، مؤمنة بأنني يمكن أن أكون نموذجًا يحتذي به النساء في بلدي. هذا الالتزام يضع النساء في مقدمة جهود الحفاظ على التراث، وهو يتعارض مع أهداف اتفاقية القضاء على جميع أشكال التمييز ضد المرأة (سيداو). اليوم، أشارك قصتي لإلهام كل امرأة تواجه صعوبات. كباحثة ومتخصصة في التراث الثقافي والتقنيات الرقمية، أعمل عند تقاطع التاريخ والتكنولوجيا. أُسهم في تطوير حلول ذكية للتوثيق الأثري، وأقود مشاريع دولية ترتكز على الابتكار والهوية. شغوفة ببناء جسور معرفية بين الماضي والمستقبل من خلال الذكاء الاصطناعي، الواقع الافتراضي، وسرد القصص التراثية.",,Consultant,1
70,Mid,0.7,0.75,Pharmaceutical Manufacturing,other,salespeople,1.0,,Pharmaceutical Manufacturing,501-1000,Privately Held,,Switzerland,"Kaiseraugst, CH",1999.0,"Why? Why? Why? Driven for answers to unsolved questions I am devoted to and as well enjoy being a scientist. Currently I work in the HPLC development team for setup and validation of biologics and ATMP. Previously I was part of the R&D sector at Biozentrum of University of Basel working under the supervision of Prof. Hiller and Prof. Stahlberg on determining the elucidating molecular mechanism of SPX domains in eukaryotic phosphate homeostasis and of GSDM participating in the innate immunity. Techniques I used were Nuclear Magnetic Resonance (NMR) and cryo-electron Microscopy (cryo-EM) that I was combining with other biophysical techniques. While spending time in the NMR Labs of Prof. Wagner at the Harvard Medical School as well as in Labs of Prof. Sattler and Prof. Hagn at the Technical University in Munich, I was working on the elucidation of a micro-RNA structure and a monotonic membrane protein Bcl-XL embedded in a nanodics via SortaseA ligation. Furthermore, I gained profound molecular biology lab skills in diverse practical courses during my studies and a 5 month lab work at the National Center for Biological Sciences NCBS in Bangalore, a part of TATA Institutes for Fundamental Research. During my time in India, I investigated the role of particular proteins in the synaptic vesicle transport of the nematode C. elegans by confocal microscopy. Additionally, I am sharing my knowledge with others by teaching students about science, motivating them and conveying them clarity and enthusiasm. Therefore, I was giving seminars as tutor in Organic Chemistry at TUM, a block seminar about biotechnology at summer academy for pupils with migration background in Bayreuth as well as Molecular Biology courses over few years in the summer academy at Schloss Torgelow for bright students from grammar schools. Both summer academies were organised by the organisation ""Bildung & Begabung"", which is supported by the German ministry department for Research and Development.",,,1
80,Executive,0.8,0.6,"Technology, Information and Media",other,leaders,2.0,"Technology, Information and Media","Technology, Information and Media",12,,"English, Spanish","Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Brazil",,,"Fabro Steibel is an affiliate of the Berkman Klein Center at Harvard University and Global Council member of the World Economic Forum. He holds a PhD at Leeds University, and has a post-doc and research periods at UFF, United Nations University, and University of California San Diego. He is the Executive-Director at ITS Rio.",,Apresentador do Tech Tech Tech,0
85,Mid,0.65,0.2,Design,other,workers,2.0,,,undefined,,English,"Costa Mesa, Orange County, California, United States",,,"I am a graphic designer, visual artist with over 14 years of hands-on experience specializing in art direction, creative direction, branding, illustration, and painting. With a passion for creating impactful visual narratives and design systems, I've worked with a diverse range of clients, helping brands bring their stories to life through compelling design and innovative creative solutions. In addition to my client work, I'm actively developing a personal body of artwork titled ""Shaped"", a project that reflects my artistic vision and love for traditional folk art style based patterns with an abstract approach. When I'm not immersed in commercial or personal projects, I enjoy spending time with my wife, daughter, our dog Poki and all my plants!",,Art Direction / Creative Direction / Branding / Illustration / Content Creation,0
80,Senior,0.5,0.45,Education,other,experts,1.0,,,undefined,,,"Wellington, New Zealand",,,"Antony (Ant) Nevin is a transdisciplinary design researcher and educator who is passionate about the role that a scientifically literate and curious population can play in addressing 21st Century challenges. His creative practice uses spatiality, scale and materiality to reveal data and the non-human. By collaborating with scientists, technologists, and artists he highlights, demystify, and make accessible scientific enquiry into living systems that exist on, in and with humans. Ant’s installation ‘COIL’ will be exhibited at SONAR+D in June 2023. SONAR+D is an International congress of art, science, digital culture, technology and Creativity which is based in Barcelona but has editions in Lisbon and Istanbul. He has been selected as an Artist in Residence at Lademoen Kunstnerverksteder (LKV) in Trondheim, Norway where he will be looking at ways AI can help reveal eDNA . While there he will be working with The Norwegian University of Science and Technology and the Vitensenteret i Trondheim Science Museum. At the 15th Prague Quadrennial of Performance Design and Space, Ant’s performative installation “DNA Popsicles” will be installed at the Czech National Gallery and at the Prague Market (Pražská tržnice) He was creative director and co-designer with scientists from Ireland’s ADAPT AI research centre of The Uncanny Valley of Breath for the Science Gallery, Dublin. The Uncanny Valley Of Breath is an immersive installation that shows the innate biases in AI through exposing the subtle boundaries in human speech. Antony received a New Zealand Government Curious Minds award in 2020 to develop The BiolumenLab, an immersive and interactive environment which enables people to explore DNA sequencing. In 2019 he was the Artist in Residence at the Institue for Research in Biomedicine (IRB) in Barcelona, Spain. Antony has exhibited in New Zealand, Spain, Australia, USA, Norway, Czech Republic and Ireland. This has included collaborations with scientists from Spain, the US and New Zealand; his work has been seen the International Symposium on Electronic Art (ISEA) and NORDES. He has given lectures at The Royal College of Art and University of Arts (UK) . He co-authored a chapter in ‘Intersecting Art and Technology in Practice’ (2016) offering critical reflection for creative practice. Antony is co-lead of the Visual Communication Design programme and is a senior lecturer at the Wellington School of Design- Nga Pae Mahutonga, Massey University. New Zealand. He specalises in teaching creative practice methods, and courses which cross disciplinary boundaries.",,Co Lead Visual Communication Design Programme,1
90,Senior,0.75,0.8,Professional Services,international_hub,leaders,2.0,Professional Services,Professional Services,45972,,"German, English","City of London, England, United Kingdom",,,"Integrated Consultant-Producer with deep expertise in extended reality (XR), blended MR learning, game production and global experiential event programming. Creative visionary with comprehensive design background spanning Product, Experience and Brand. Critical and structured thinker, efficient communicator, strategic collaborator and community builder.

I bridge the gap between creativity and operational excellence, and manage design processes and programs for organisations experiencing rapid growth. I synthesise emerging trends and opportunities, shape planning rituals and workflows that support fast, sustainable delivery, and maintain strong, enduring relationships with internal and external stakeholders.

I have been fortunate to work with some of the world's most dynamic tech companies and cultural institutions spread across Augmented and Virtual Realities, game design, AI, experiential live events, edtech, medtech, academia and more.

Through people focused leadership I help build motivated, inspired teams and communities that pursue innovation of exceptional products and experiences, and comfortably operate within the unknowns of advanced and emerging technologies.",,Principal Producer - Digital Experiences,0
75,Mid,0.6,0.65,"Technology, Information and Media",regional_hub,workers,2.0,"Technology, Information and Media","Technology, Information and Media",2,,Inglese,"Padua, Province of Padua, Veneto, Italy",,,"Branded Content Creator / Project management / Photo Shooting Director / Brand Strategist / Ideation and Coordination of creative contents for the Brand values communication. I support companies by creating content, strategies and communication concepts, to improve positioning and brand experience. Definition of the content production team and creative direction, project management for photo shooting, graphic design, website contents, logo design, content for social networks and editorial projects.",,Fondatore,1
65,Mid,0.55,0.55,Consulting,regional_hub,experts,1.0,,,undefined,,"Native English, Native Russian, Advanced Spanish, Intermediate French","Indre By, Copenhagen, Capital Region of Denmark, Denmark",,,,"leadership, social media marketing, social media, event management, marketing, team building, negotiation, public speaking, windows, powerpoint, customer service, microsoft word, microsoft excel, english, russian, french, spanish",Independent Researcher and Consultant,1
70,Executive,0.7,0.7,Art and Design,regional_hub,others,1.0,,,undefined,,"English, French, Dutch","Antwerp, Belgium",,,"Artist working at the intersection of art, science, technology, and design. His practice explores the inaudible, intangible, and invisible in digital and physical spaces, critically engaging with the societal and environmental shifts driven by technology. De Wilde’s work navigates speculative futures and complex systems, offering innovative perspectives on contemporary challenges.

He is best known for his Blackest-Black nano-engineered artworks (2010), developed with Rice University and NASA. This groundbreaking project, which examines the concept of nothingness, earned the 2010 Ars Electronica Next Idea Award and the Best European Creative Cities Award. Featured in Huffington Post, Dazed, and TED Ideas Worth Spreading, the work inspired artists worldwide, including Sir Anish Kapoor with Vantablack.

De Wilde’s practice has been marked by continuous innovation. In 2006, he explored interspecies communication with weakly electric fish. In 2010, his NRS series introduced generative data-driven works he described as “painting with data to create landscape paintings of the information age.” His collaboration with the Australian National University’s Department of Quantum Science in 2013 resulted in quantum sculptures, driven by true random numbers generated from a physical quantum source.

In 2016, De Wilde developed the world’s first AI and evolutionary algorithm-generated 3D-printed art, exhibited at Ars Electronica, and an interactive neural network artwork (2015), now part of the Frost Museum’s permanent collection. His research includes the creation of an AI-encoded Dazzle camouflage technique, subverting metadata labeling systems using evolutionary computing. 

He published several papers e.g.  ""Artistic Approaches to Design and Manufacturing Techniques Dedicated to Space Applications"" (Leonardo, MIT Press, 2019).

His achievements include recognition as a finalist for the Giant Steps X-Prize Lab (MIT), ZKM App Art Award, TED World Wide Talent Search (2013), and the Arab Bank NFT Prize, as well as winning the Herbert W. Franke Contact Attempt (2024)  and Serpentine Future Art Ecosystems (2025).

Featured in collections including the ZKM Center for Art and Media and the Foundation Prince Albert II of Monaco. He appeared in Hyundai’s ART+TECHNOLOGY series with Bloomberg Media, exploring privacy and data ethics.

His exhibitions include the Venice Biennial, BOZAR, Artscience Museum Singapore, MAAT, Centre Pompidou, Carnegie Museum.

Joy Palace (Short Film)
Alice in Darknet (VR) wip 

Advisory board Simply Bread x Investor (USA/EU)
Alumnus Young Academy",,Chief Executive Officer,1
85,Senior,0.7,0.1,Education,international_hub,experts,1.0,Government Administration,Government Administration,759,,,"Xuhui District, Shanghai, China",,,"Dr. Iannis Bardakos, a Greek artist, academic, and thinker specializing in art and technology-related education, blends theory and practice. He integrates traditional and emerging technologies in his creative media projects while experimenting with novel technological and noetic methodologies for research and creation. After studying Mathematics, Digital and Analog Cinematography, Animation, and Illustration, he extended his academic journey with an MFA in Art and Virtual Reality, followed by a dual PhD between the School of Fine Arts in Athens and Paris 8 University, focusing on the process-based mathematical ontology of the artistic experience. 

Throughout his career, he has established a series of media art studios in Greece, France, and China, relating research, creativity, and entrepreneurship. He has also held academic roles at ASFA, Paris 8, and the Shanghai Institute of Visual Arts, where he served as the program director of the Technoetic Arts Department. Dr. Bardakos explores subjects including abstraction, computation, narrative forms, art aesthetics, physical and virtual curation, metaphysics, and cybernetics. He currently resides and works between Paris, Shanghai, and Zhuhai, serving as co-editor (member of the EO) of *Technoetic Arts Journal*, a member-at-large of the American Society for Cybernetics, while creating art and leading art research at Cognitive Nexus Shanghai. He holds an Assistant Professor position at UIC (Beijing Normal University & Hong Kong Baptist University) in Zhuhai.",,Assistant Professor,0
50,Mid,0.6,0.2,Legal,international_hub,experts,1.0,,Law Practice,undefined,Public Company,,"Amsterdam, North Holland, Netherlands","Amsterdam, NL",,researcher in AI and philosophy.,,,1
90,C-Level,0.8,0.9,Technology,regional_hub,leaders,2.0,"Technology, Information and Media","Technology, Information and Media",9,,,"Indre By, Copenhagen, Capital Region of Denmark, Denmark",,,"As the Founder of INSTRAT360, I lead the development of an agentic AI platform built to transform strategy execution, research, and operational automation. Our mission is simple: turn enterprise plans into measurable outcomes - faster, smarter, and at scale. INSTRAT360 fuses agentic AI, contextual intelligence, and structured data analysis to drive clarity, alignment, and execution across complex organizations. Our Logic Core and Research Engine combine real-time insights with automation, enabling leaders in consulting, transformation, and PMO to move from strategy to action-without friction. We’ve built a platform that understands your data, learns your context, and delivers decision-ready outputs - daily. With automated reporting, integrated workflows, and a conversational interface, INSTRAT360 helps teams operate with precision and pace. Strategy becomes a loop, not a one-off plan. I’m focused on building AI that performs - not just thinks. I care about results: accelerated cycles, reduced cost, better decisions. My background in strategy and transformation shaped INSTRAT360 to meet one purpose - drive outcomes, not just outputs. 🔗 Explore INSTRAT360 - where AI meets execution. Let’s connect if you believe strategy deserves automation.","building performance, 3d, autocad, bim methodology, implementation methodology, design collaboration, interoperability, ifc, ict-specifications, ict consultancy, greenbim, sustainability, organization, entrepreneurship, business development, talent udvikling, be10, typo3, camtasia, meteonorm, comfen 4, vip+, ies virtual environment, 3d studio max, sigma, bentley microstation, autocad civil 3d, autocad mechanical, autocad architecture, rhinoceros, sketchup, design builder, design review, revit mep, vasari, ecomat, daysim, radiance, win air 4, ms project, navisworks, vico office, archibus, bim, archicad, solibri, workflow, revit, ecotect, det digitale byggeri (ddb)",CEO and Founder,0
40,Mid,0.5,0.15,Education,other,experts,1.0,,,undefined,,,"Minneapolis-Saint Paul Air Reserve Station, Fort Snelling Unorganized Territory, Hennepin County, Minnesota, United States",,,,,Founder,1
95,Senior,0.85,0.3,Legal,regional_hub,workers,1.0,,,undefined,,"English, French, Italian, Spanish, Portuguese, Irish, Gaelic",United Kingdom,,,"Professor Angela Daly (李安棋/Aingeal Ní Dhálaigh - she/her) PhD SFHEA is an internationally renowned law & tech leader with transnational experience in academia, advocacy and policy-making concerning the regulation of new technologies. She is Professor of Law & Technology at the University of Dundee. Her most prominent publications are: - 'Good Data' (INC 2019), co-edited with S Kate Devitt and Monique Mann, - '3D Printing and IP Futures', co-authored with Thomas Birtchnell, Thierry Rayna and Ludmila Striukova for the UK Intellectual Property Office - 'Socio-Legal Aspects of the 3D Printing Revolution' (Palgrave 2016) - 'Private Power, Online Information Flows and EU Law' (Hart 2016).","digital copyright, copyright infringement, copyright law, intercultural communication, ngos, international human rights, university teaching, academic writing, report writing, lecturing, corporate law, qualitative research, foreign policy, translation, politics, european union, french law, political science, public policy, policy, economics, emerging technologies, telecommunications policy, international relations, intellectual property, additive manufacturing, 3d printing, new technologies, human rights, privacy law, international law, analysis, policy analysis, research, cyberlaw, legal writing, legal research, legal translation, telecommunications regulation, new media, internet law, european law, competition law, basic arabic, portuguese, spanish, italian, french",Deputy Director,0
55,Entry,0.55,0.5,Professional Services,international_hub,workers,1.0,Professional Services,Professional Services,42,,"Arabe, Français, Anglais","Toronto, Ontario, Canada",,,"En tant que Product Owner junior, je suis motivé par la création de produits innovants qui répondent aux besoins des utilisateurs. J'ai acquis une première expérience en gestion de projet et en collaboration avec des équipes de développement pour concevoir, développer et lancer des produits de qualité. Je suis capable de gérer les backlogs, de définir des objectifs clairs, de prioriser les fonctionnalités et de contribuer à la livraison de produits qui répondent aux attentes des utilisateurs et des parties prenantes. J'ai développé de bonnes compétences en communication pour interagir efficacement avec les équipes de développement, les parties prenantes et les utilisateurs, afin de comprendre leurs besoins et de les traduire en fonctionnalités réalisables. Je suis également familiarisé avec l'utilisation des méthodes agiles pour une gestion de projet efficace. Si vous êtes à la recherche d'un junior enthousiaste, prêt à participer et contribuer à la création de produits novateurs qui répondent aux besoins de vos utilisateurs, je serais ravi d'échanger avec vous pour discuter de vos projets Adresse mail : anas.houimed1999@gmail.com",,Product Owner : Transport Management System  / Fleet management / Healthcare,1
